year;month;title_length;authors_no;pages_no;views;cited;url;title;authors
2016;10;202;1;14;635;1;https://www.vopreco.ru/jour/article/view/246;Как развалить страну. Экономические и политические аспекты греческого кризиса (О книге: Galbraith J. K. “Welcome to the poisoned chalice: The destruction of Greece and the future of Europe” и не только);Г.В.Колодко
2016;11;54;1;19;708;5;https://www.vopreco.ru/jour/article/view/251;Позитивное сотрудничество: факторы и механизмыэволюции;В.М.Полтерович
2016;11;30;2;33;704;0;https://www.vopreco.ru/jour/article/view/252;Культура и институты. Часть II;А.Алесина, П.Джулиано
2016;11;49;3;19;736;0;https://www.vopreco.ru/jour/article/view/253;О границах неразрешимости «Проблемы безбилетника»;А.Ю.Юданов, О.Е.Пыркина, Е.Г.Беккер
2016;11;135;1;24;514;3;https://www.vopreco.ru/jour/article/view/254;Конкуренция на российском кредитном рынке: влияние на кредитную активность банков и оценка эффекта экономического кризиса 2008-2009 гг.;М.Е.Мамонов
2016;11;64;1;17;1078;4;https://www.vopreco.ru/jour/article/view/255;Оценка места Российской Федерации на глобальном финансовом рынке;Ю.А.Данилов
2016;11;46;1;18;654;3;https://www.vopreco.ru/jour/article/view/256;Экономическая теория в ИМЭМО: советский период;В.С.Автономов
2016;11;60;1;24;577;8;https://www.vopreco.ru/jour/article/view/257;Российское сообщество экономистов: особенности и перспективы;А.А.Мальцев
2016;12;84;1;21;640;5;https://www.vopreco.ru/jour/article/view/258;Механизмы роста российской экономики в условиях обострения финансовых проблем в мире;М.В.Ершов
2016;12;65;3;17;1043;14;https://www.vopreco.ru/jour/article/view/259;Открытость российской экономики как источник экономического роста;П.А.Кадочников, А.Ю.Кнобель, С.Г.Синельников-Мурылев
2016;12;41;1;18;972;3;https://www.vopreco.ru/jour/article/view/260;Евразийский экономический союз без эмоций;Е.Ю.Винокуров
2016;12;99;3;27;1849;5;https://www.vopreco.ru/jour/article/view/261;Компании с государственным участием на российском рынке: структура собственности и роль в экономике;А.Е.Абрамов, А.Д.Радыгин, М.И.Чернова
2016;12;55;2;16;954;1;https://www.vopreco.ru/jour/article/view/262;Поведенческая макроэкономика: на пути к новому синтезу?;А.А.Никифоров, О.Н.Антипина
2016;12;60;3;25;689;0;https://www.vopreco.ru/jour/article/view/263;Выбор аддиктивного поведения: соблазны, риски и самоконтроль;К.А.Букин, М.И.Левин, Н.В.Шилова
2016;12;68;1;18;853;2;https://www.vopreco.ru/jour/article/view/264;Использование моделей DSGE для прогнозирования: есть ли перспектива?;О.А.Малаховская
